150	150	150	150
150	150	150	150
250	250	250	250
150	150	150	150
150	150	150	150
250	250	250	250
150	150	150	150
150	150	150	150
250	250	250	250
150	150	150	150
150	150	150	150
250	250	250	250
150	150	150	150
150	150	150	150
250	250	250	250
150	150	150	150
150	150	150	150
250	250	250	250
150	150	150	150
25	25	25	25
